kvk,naam,plaats,boekjaar,kantoor,kantoor_sleutel,afm_nummer,type_opdracht,oordeel,grond_beperking,continuiteitsonzekerheid
41005202,Stichting GGZ Friesland,Leeuwarden,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
67742858,Protestants-Christelijke Stichting Waardeburgh,Sliedrecht,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
57486727,ADHDcentraal B.V.,Utrecht,2022,Brouwers Audit B.V.,13000344,13000344,wettelijke_controle,goedkeurend,,
52801241,Altenastaete Thuiszorg B.V.,Nieuwendijk,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wnt_verantwoording,goedkeurend,,
69084963,Outdoor Care B.V.,Enschede,2022,SMK Audit B.V.,13000231,13000231,wnt_verantwoording,goedkeurend,,
41192015,Stichting Versa Welzijn,Hilversum,2022,Van Ree Accountants B.V.,13000546,13000546,wettelijke_controle,goedkeurend,,
58238026,Boerderijcampus B.V.,Denekamp,2022,SmitsVandenBroek Accountants B.V.,13020045,13020045,wnt_verantwoording,goedkeurend,,
27370927,Gemeente Den Haag,'s-Gravenhage,2022,Gemeentelijke Accountantsorganisatie Den Haag,overig_gao_den_haag,,vrijwillige_controle,goedkeurend,,
77023366,Innova GGZ B.V.,'s-Hertogenbosch,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wnt_verantwoording,goedkeurend,,
77870417,SoberCare B.V.,Nieuwegein,2022,Brouwers Audit B.V.,13000344,13000344,wnt_verantwoording,goedkeurend,,
02081077,Stichting Regionale Ambulancevoorziening Groningen,Groningen,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41067977,Stichting Bureau Jeugdzorg Limburg,Roermond,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41088848,Stichting Archipel,Eindhoven,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
77274938,Stichting Vrouwenopvang Safegroup,Breda,2022,Witlox VCS audit B.V.,13000578,13000578,wettelijke_controle,goedkeurend,,
30158002,Stichting AxionContinu groep,Utrecht,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08186976,Stichting Baalderborg Groep,Ommen,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
68666284,ZorgSaam Thuis- en Ouderenzorg B.V.,Terneuzen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
68666276,ZorgSaam Ziekenhuis B.V.,Terneuzen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
09143072,Stichting Attent Zorg en Behandeling,De Steeg,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
17279214,Stichting Combinatie Jeugdzorg,Eindhoven,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
20109300,Stichting Maatschappelijke Opvang Breda en omstreken,Breda,2022,Witlox VCS audit B.V.,13000578,13000578,wettelijke_controle,goedkeurend,,
51861429,Ambulante Begeleiding Het Spectrum B.V.,Amersfoort,2022,Joanknecht Assurance B.V.,13000010,13000010,controle_onbepaald,goedkeurend,,
52511677,Stichting Klas op Wielen,Alkmaar,2022,EY Accountants B.V.,13020186,13020186,productieverantwoording,goedkeurend,,
62075802,Stichting Veilig Thuis West-Brabant,Breda,2022,Witlox VCS audit B.V.,13000578,13000578,wettelijke_controle,goedkeurend,,
27307515,Stichting ActiVite,Leiderdorp,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
76484327,Coöperatie Spoor030 U.A.,Utrecht,2022,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
69812098,OLVG Laboratoria B.V.,Amsterdam,2022,Van Velzen Audit B.V.,13020127,13020127,wettelijke_controle,beperking,inhoudelijk,ja
51688867,"Stichting Elan Barneveld, Christelijke praktijk voor Welzijn, Maatschappelijke Dienstverlening en Therapie",Barneveld,2022,Stolwijk Kelderman Accountants Fiscalisten,13000458,13000458,wettelijke_controle,goedkeurend,,
32170514,GGD Flevoland,Lelystad,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
52936120,Zorggroep 't Achterhuus B.V.,Alteveer gem Hoogeveen,2022,De Jong & Laan Controle B.V.,13000420,13000420,wnt_verantwoording,goedkeurend,,
69708452,Schakenbosch Zorg voor Jeugdigen B.V.,Leidschendam,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
27365105,Regionale Dienst Openbare Gezondheidszorg Hollands Midden,Leiden,2022,Publieke Sector Accountants B.V.,13020074,13020074,wettelijke_controle,goedkeurend,,
20171605,Gemeenschappelijke Gezondheidsdienst Zeeland,Goes,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
30151184,Stichting Regionale Ambulance Voorziening provincie Utrecht,Bilthoven,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41097329,Stichting Verzorging St. Franciscus,Gilze,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
50451154,GGD Brabant-Zuidoost,Eindhoven,2022,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
10043379,Stichting Kalorama,Beek,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
54038111,Dienst Gezondheid & Jeugd Zuid-Holland Zuid,Dordrecht,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
27327117,Parnassia Noord-Holland B.V.,Castricum,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
80741215,Stichting Cura Twente,Enschede,2022,Brouwers Audit B.V.,13000344,13000344,wnt_verantwoording,goedkeurend,,
86872176,Zorgboerderij De Hooiberg Bladel B.V.,Netersel,2022,Castelijns & Swaans accountants - adviseurs,overig_castelijns_swaans,,productieverantwoording,goedkeurend,,
41035085,"Stichting Landelijke Protestants-Christelijke Schoolbegeleidingsdienst ""Centraal Nederland""",Nunspeet,2022,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
27321702,Parnassia Haaglanden B.V.,'s-Gravenhage,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
24319534,"Stichting Catharina, thuis op Voorne",Rockanje,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
81136412,Teach! Heuvelland B.V.,Maastricht,2022,A . D accountants adviseurs,13000525,13000525,productieverantwoording,goedkeurend,,
69742049,Antes Holding B.V.,Poortugaal,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
69554145,Stichting Santé Zorg,Tiel,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41099316,Stichting Zorgplein Maaswaarden,Wijk en Aalburg,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41035166,Protestants-Christelijke Stichting Philadelphia Zorg,Amersfoort,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41027866,Stichting Revalidatiecentrum Roessingh,Enschede,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
09202321,Stichting Zinzia Zorggroep,Wageningen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
01140346,Synaeda PMC B.V.,Leeuwarden,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
08198007,autismehuis B.V.,Zwolle,2022,Brouwers Audit B.V.,13000344,13000344,wnt_verantwoording,goedkeurend,,
73655902,Praktijk De Poel B.V.,Wierden,2022,Eshuis Registeraccountants B.V.,13000144,13000144,wnt_verantwoording,goedkeurend,,
41202793,Stichting Humanitas DMH voor Dienstverlening aan Mensen met een Hulpvraag,Nieuwegein,2022,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
39068356,Stichting Triade-Vitree,Lelystad,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
69592217,DIT coaching B.V.,Nijmegen,2022,Kreston Van Herwijnen Accountants B.V.,13000490,13000490,productieverantwoording,goedkeurend,,
14070894,Stichting Xonar,Maastricht,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,ja
06084000,Max Ernst B.V.,Arnhem,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
18073585,Actief Zorg B.V.,Waalwijk,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
06063669,Jan Arends B.V.,Zwolle,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
60824522,Stichting Almata,Ossendrecht,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34377971,Veiligheidsregio Kennemerland,Haarlem,2022,Publieke Sector Accountants B.V.,13020074,13020074,wettelijke_controle,goedkeurend,,
55035396,Stichting Maatwerk in Zorg,Amsterdam,2022,Stichting Audit Only,13000655,13000655,wnt_verantwoording,goedkeurend,,
41041607,Stichting Vérian,Apeldoorn,2022,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
08151796,Stichting Betere Thuiszorg Twente & Achterhoek,Almelo,2022,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
41047476,"Hervormde Stichting tot Verzorging van Ouderen ""NEBOPLUS""",Barneveld,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
52260208,Stichting Beatrice Care,'s-Gravenhage,2022,AuditNL West B.V.,13020051,13020051,productieverantwoording,goedkeurend,,
20139950,Novicare B.V.,Best,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
65519051,Xperanza Nederland B.V.,Zevenhuizen,2022,FB Assurance B.V.,overig_fb_assurance,,wnt_verantwoording,goedkeurend,,
71492453,Trauma Centrum Nederland B.V.,Vorden,2022,De Jong & Laan Controle B.V.,13000420,13000420,wnt_verantwoording,goedkeurend,,
08150716,Stichting Wonen en Psychiatrie in Twente (WOPiT),Hengelo,2022,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
37159559,Gemeentelijke Gezondheidsdienst Hollands Noorden,Alkmaar,2022,Flynth Audit B.V.,13000519,13000519,wettelijke_controle,oordeelonthouding,,
08189302,Bosman GGZ B.V.,Amersfoort,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wnt_verantwoording,,,
13037206,Stichting Daelzicht,Heel,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
72493674,Coöperatie JENS U.A.,Heerlen,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
24369841,Stichting ASVZ,Sliedrecht,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41055111,Stichting Sint Maartenskliniek,Ubbergen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
04069088,De ZorgZaak B.V.,Hoogeveen,2022,Maatschap Adbeco Accountants,13000063,13000063,wettelijke_controle,goedkeurend,,ja
84238844,Kompas4kids B.V.,Spaubeek,2022,SmitsVandenBroek Accountants B.V.,13020045,13020045,productieverantwoording,goedkeurend,,
08094960,Stichting De Twentse Zorgcentra,Enschede,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
37107589,Stichting De Waerden,Heerhugowaard,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
24252278,Stichting Maaszicht,Rotterdam,2022,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
02084324,Stichting Verslavingszorg Noord Nederland,Groningen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
54994691,FortaGroep B.V.,Rotterdam,2022,Moore DRV Audit B.V.,13020116,13020116,wettelijke_controle,goedkeurend,,
41100695,Stichting Prisma,Waalwijk,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
64296970,Coöperatie ZorgProfessionals Twente U.A.,Enschede,2022,Eshuis Registeraccountants B.V.,13000144,13000144,productieverantwoording,goedkeurend,,
41113368,"Stichting ''de Viersprong, specialist in persoonlijkheid, gedrag en gezin''",Halsteren,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,ja
41071981,Stichting MeanderGroep Zuid-Limburg,Landgraaf,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
