kvk,naam,plaats,boekjaar,kantoor,kantoor_sleutel,afm_nummer,type_opdracht,oordeel,grond_beperking,continuiteitsonzekerheid
41125492,Oogziekenhuis Rotterdam (Stichting),Rotterdam,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
72472669,Kanz,Heelweg,2020,Coöperatie ConFirm U.A.,13020039,13020039,productieverantwoording,goedkeurend,,
04055278,Interzorg Noord-Nederland (Stichting),Assen,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
27260630,Zorg Advies Bureau Haaglanden (ZAB) B.V.,Den Haag,2020,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
41225869,Zorgcentrum Aelsmeer (Stichting),Aalsmeer,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
24425068,Jah-Jireh Woonzorg (Stichting),Wageningen,2020,Stolwijk Kelderman Accountants Fiscalisten,13000458,13000458,wettelijke_controle,goedkeurend,,
55146058,De Walburgt B.V.,Amersfoort,2020,Auren Audit & Assurance Amsterdam B.V.,13020031,13020031,productieverantwoording,goedkeurend,,
41158972,Jeugdbescherming west Haaglanden (Stichting),'s-Gravenhage,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
24331721,Kraamzorg Rotterdam en omstreken B.V.,Rotterdam,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,ja
24412011,Zorg Praktijk Dermatologie Avenue Carnisse (Stichting),Barendrecht,2020,Schipper Accountants B.V.,13000415,13000415,wnt_verantwoording,goedkeurend,,
59797762,Maatschappelijk Ondersteunings Centrum Nijmegen e.o. (Stichting),Nijmegen,2020,Coöperatie ConFirm U.A.,13020039,13020039,wnt_verantwoording,goedkeurend,,
14113088,Meditta Diagnostiek B.V.,Sittard,2020,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
27298839,Kliniek Naaldwijk (Stichting),Naaldwijk,2020,Zirkzee Audit B.V.,overig_zirkzee_audit,,wnt_verantwoording,goedkeurend,,
30161681,Altrecht (Stichting),Utrecht,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,ja
09119500,Zorgresidence Regina (Stichting),Velp,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,ja
76344835,Vitaedes Zorg B.V.,Almere,2020,CAS ZorgAccountants B.V.,overig_cas_zorgaccountants,,wnt_verantwoording,goedkeurend,,
58176942,Compartijn Exploitatie B.V.,Schiedam,2020,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wettelijke_controle,goedkeurend,,
41005173,Jeugdhulp Friesland (Stichting),Leeuwarden,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
04082034,Scilla Andante Holding B.V.,Eeserveen,2020,CAS ZorgAccountants B.V.,overig_cas_zorgaccountants,,wnt_verantwoording,goedkeurend,,
58365710,Stichting Reinier Haga Groep,'s-Gravenhage,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41076072,Bejaardenzorg Clara Fey (Stichting),Maastricht,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
69413452,Aliantus Zorg (Stichting),Zeist,2020,Coöperatie ConFirm U.A.,13020039,13020039,wnt_verantwoording,goedkeurend,,
59454903,"Stichting Zeeuwse Gronden, samenleving en participatie",Terneuzen,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
30270665,B.V. Landzicht Vreeland,Vreeland,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wnt_verantwoording,goedkeurend,,
59455012,"Zeeuwse Gronden, Therapie en Opleiding (Stichting)",Terneuzen,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
61403660,Centrum voor Jeugd en Gezin Capelle aan den IJssel (Stichting),Capelle aan den IJssel,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
24334929,Zorg Koninklijke Auris Groep (Stichting),Rotterdam,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
60931973,Aster Zorg B.V.,Enschede,2020,Hendriksen Accountants Controle,overig_hendriksen_controle,,wnt_verantwoording,goedkeurend,,
23088794,Stichting Palliatieve Zorg Dirksland,Dirksland,2020,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wettelijke_controle,goedkeurend,,
24252278,Pension Maaszicht (Stichting),Rotterdam,2020,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
34366966,GGD Amsterdam,Amsterdam,2020,ACAM Accountancy en Advies,overig_acam_amsterdam,,vrijwillige_controle,goedkeurend,,
30231098,Dermatologisch Centrum Utrecht,Maarssen,2020,De ZorgAccountants B.V.,overig_de_zorgaccountants,,wnt_verantwoording,goedkeurend,,
60883626,Archipel Thuis B.V.,Eindhoven,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
34109793,Rooms Katholieke Stichting Zorgcentra Meerlanden,Badhoevedorp,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
69708452,Schakenbosch Zorg voor Jeugdigen B.V.,Leidschendam,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
73498858,Zorginstelling Armin B.V.,Enschede,2020,Hendriksen Accountants Controle,overig_hendriksen_controle,,wnt_verantwoording,goedkeurend,,
14630017,Stichting Annadal Kliniek,Maastricht,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,ja
41055707,"Malderburch, Centrum voor Welzijn, Wonen en Zorg (Stichting)",Malden,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
38023183,De Parabool (Stichting),Schalkhaar,2020,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
41120526,Regionaal Laboratorium Medische Microbiologie Dordrecht-Gorinchem (Stichting),Dordrecht,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08189302,Bosman GGZ B.V.,Amersfoort,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41047384,"Het Schild, Centrum voor Visueel Gehandicapte Ouderen (Stichting)",Wolfheze,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41227351,Streeklaboratorium voor de Volksgezondheid Kennemerland (Stichting),Haarlem,2020,Van Velzen Audit B.V.,13020127,13020127,wettelijke_controle,goedkeurend,,
33133450,Allerzorg B.V.,Woerden,2020,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wettelijke_controle,goedkeurend,,
41211784,Altra (Stichting),Amsterdam,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
30274931,Linge's Zorglandgoed (Stichting),Asperen,2020,Flynth Audit B.V.,13000519,13000519,wnt_verantwoording,goedkeurend,,
41047349,Stichting Het Maanderzand,Ede Gld,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41041607,Vérian (Stichting),Apeldoorn,2020,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
08151796,Stichting Betere Thuiszorg Twente & Achterhoek,Almelo,2020,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
09169814,Careaz (Stichting),Lichtenvoorde,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
65032101,ContactZorg B.V.,Overveen,2020,Coöperatie ConFirm U.A.,13020039,13020039,wnt_verantwoording,goedkeurend,,
01181900,Psychologenpraktijk,Drachten,2020,Van der Meer Accountants B.V.,13000361,13000361,wnt_verantwoording,goedkeurend,,
06063669,Jan Arends B.V.,Zwolle,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
70731209,Parelhoenderhoeve B.V.,Slootdorp,2020,Stichting Audit Only,13000655,13000655,wnt_verantwoording,goedkeurend,,
34253389,CrisisCare B.V.,Amsterdam,2020,RSM Netherlands Accountants N.V.,13000090,13000090,wettelijke_controle,oordeelonthouding,,
06084000,Max Ernst GGZ B.V.,Arnhem,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
52977498,Sensa Zorg B.V.,Amsterdam,2020,De ZorgAccountants B.V.,overig_de_zorgaccountants,,vrijwillige_controle,goedkeurend,,
52684717,Boba Groep,Dordrecht,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
66021715,Zorggroep 't Noaberhuus,Nieuw-Amsterdam,2020,Van der Meer Accountants B.V.,13000361,13000361,productieverantwoording,goedkeurend,,
41052159,Jeugdbescherming Gelderland (Stichting),Arnhem,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41088848,Archipel (Stichting),Eindhoven,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
52260208,Beatrice Care (Stichting),'s-Gravenhage,2020,AuditNL West B.V.,13020051,13020051,productieverantwoording,goedkeurend,,
41118419,Cavent (Stichting),Oud-Beijerland,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
62108484,De Stam (Stichting),'s-Gravenhage,2020,De ZorgAccountants B.V.,overig_de_zorgaccountants,,vrijwillige_controle,goedkeurend,,
67713300,DBM Achterhoek B.V.,Halle,2020,Q-Concepts Accountancy B.V.,13000773,13000773,productieverantwoording,goedkeurend,,
62552007,Stepping Stones Home & Care Zorg B.V.,Arnhem,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
68934947,MKA Kennemer en meer Haarlem,Haarlem,2020,Londen & Van Holland Registeraccountants en Belastingadviseurs,13000507,13000507,wnt_verantwoording,goedkeurend,,
27365105,"GGD Hollands Midden (Veilig Thuis, RAV)",Leiden,2020,Publieke Sector Accountants B.V.,13020074,13020074,wettelijke_controle,goedkeurend,,
11048438,Marant (Stichting),Elst,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41022643,Stichting Voorzieningen voor Verstandelijk en Meervoudig Gehandicapten Zwolle e.o.,Zwolle,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
71275584,De Samengroei Zorg en Begeleiding B.V.,Zelhem,2020,Coöperatie ConFirm U.A.,13020039,13020039,wnt_verantwoording,goedkeurend,,
09109774,Pluryn Exploitatie,Nijmegen,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
24436369,Bakx Zorg-professionals B.V.,Krimpen aan den IJssel,2020,Spek Accountants en Belastingadviseurs B.V.,13000503,13000503,wnt_verantwoording,goedkeurend,,
41159777,Stichting Reinier de Graaf Groep,Delft,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wnt_verantwoording,,,
41052701,Nusantara Zorg (Stichting),Ugchelen,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
64992284,RijnWaal Zorggroep (Stichting),Bemmel,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
28095822,Mauritskliniek B.V.,Den Haag,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
53688546,Cooperatie Regionale Ambulance Voorziening Haaglanden U.A. (Cooperatieve vereniging),Den Haag,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
37123419,kids2care kinderthuiszorg B.V.,Den Helder,2020,Omnyacc In Control B.V.,13000194,13000194,wnt_verantwoording,goedkeurend,,
37144729,Witte Kruis Ambulance B.V.,Hilversum,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
11044284,Zorgcentra Rivierenland (Stichting),Tiel,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
14072124,Radar (Stichting),Maastricht,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24383768,Argos Zorggroep (Stichting),Schiedam,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
27258035,annatommie mc -centra voor orthopedie- B.V.,Utrecht,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
08173579,Jade Wonen B.V.,Almelo,2020,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
61354740,HappyNurse Thuiszorg B.V.,Den Haag,2020,Coney Assurance B.V.,13000400,13000400,wettelijke_controle,goedkeurend,,
41052011,Stichting Entrea Lindenhout,Arnhem,2020,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
27268552,HagaZiekenhuis (Stichting),Den Haag,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41172086,"Stichting tot Oprichting en Instandhouding van Bejaardenoorden en Verzorgingstehuizen, uitgaande v.d. Gereformeerde Gemeente in Nederland",Gouda,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
08089010,Atlant Zorggroep (Stichting),Apeldoorn,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41149315,t Lange Land Ziekenhuis (Stichting),Zoetermeer,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
28115229,Nova Zembla Zorg Oegstgeest B.V.,Oegstgeest,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
41005373,Thuiszorg Zuidwest Friesland,Sneek,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
63235781,Jados (Stichting),Arnhem,2020,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
41022558,Rosengaerde (Stichting),Dalfsen,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
34219160,Cordaan Groep (Stichting),Amsterdam,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41127056,Rijndam Revalidatiecentrum (Stichting),Rotterdam,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
67366090,Coöperatie Hesterhuizen U.A.,Rosmalen,2020,Schipper Accountants B.V.,13000415,13000415,wnt_verantwoording,goedkeurend,,
37105529,dnoDoen Begeleiding Opvang Wonen (Stichting),Alkmaar,2020,Omnyacc In Control B.V.,13000194,13000194,wettelijke_controle,goedkeurend,,
60824522,Via Almata,Ossendrecht,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
57837953,Van der Stam Psychologie B.V.,Enschede,2020,De Jong & Laan Controle B.V.,13000420,13000420,wnt_verantwoording,goedkeurend,,
30137445,Bergman Clinics B.V.,Naarden,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41165322,Interkerkelijke Stichting voor Zorg en Welzijn Groot Hoogwaak,Noordwijk Zh,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41192015,Versa Welzijn,Hilversum,2020,Van Ree Accountants B.V.,13000546,13000546,wettelijke_controle,goedkeurend,,
41222646,Stichting Epilepsie Instellingen Nederland (SEIN),Hoofddorp,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
50741632,Zorggroep Alblasserwaard en Vijfheerenlanden (Stichting),Ameide,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41090962,Valkenhof (Stichting),Valkenswaard,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
37161753,Coöperatie RAV Noord-Holland Noord,Alkmaar,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
67621902,Valuas Zorg B.V.,Zeist,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
14092693,Huisartsen Diagnostisch en Behandel Centrum B.V.,Heerlen,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41073449,Sevagram Zorgcentra (Stichting),Heerlen,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41076731,Woonzorgcentrum De Beyart (Stichting),Maastricht,2020,Audit Service Plus B.V.,13000790,13000790,wettelijke_controle,goedkeurend,,
41055629,RadboudUMC (Stichting),Nijmegen,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
63546566,Nova Zembla Zorg Amsterdam B.V.,Amsterdam,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
09137871,Vitaal thuiszorg B.V.,Didam,2020,KroeseWevers Audit B.V.,overig_kroesewevers_audit,,vrijwillige_controle,goedkeurend,,
61669210,Nova Zembla Zorg Heemstede B.V.,Oegstgeest,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
41062030,Sint Annaklooster (Stichting),Eindhoven,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41179617,Saltro (Stichting),Utrecht,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
57486727,ADHDcentraal B.V.,Utrecht,2020,"Hordijk, Kok, Laan & Wabeke, registeraccountants B.V.",13000003,13000003,wettelijke_controle,goedkeurend,,
54049431,Coöperatie Regionale Ambulance Voorziening Kennemerland U.A. (Cooperatieve vereniging),Haarlem,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
30242745,"Zorggroep Charim, Centraal Kantoor",Veenendaal,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
34185945,Bureau Jeugdzorg Agglomeratie Amsterdam (Nu: JBRA: Jeugdbescherming Regio Amsterdam,Amsterdam,2020,Blömer accountants en adviseurs B.V.,13000263,13000263,wettelijke_controle,goedkeurend,,
34370893,GGD Zaanstreek-Waterland (Veilig Thuis),Zaandam,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,beperking,inhoudelijk,
32170514,GGD Flevoland,Lelystad,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,afkeurend,,
41151188,WoonZorgcentra Haaglanden / WZH Thuis (Stichting),Den Haag,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
54038111,Ambulancedienst Zuid Holland / Dienst gezondheid & jeugd zuid-holland zuid (Publiekrechtelijke rechtspersoon),Zwijndrecht,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,beperking,inhoudelijk,
14066455,Mosae Zorggroep (Stichting),Maastricht,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
32101145,ZBC Multicare B.V.,Hilversum,2020,Co Accountants B.V.,13020003,13020003,wnt_verantwoording,goedkeurend,,
04084443,de Trans (Stichting),Rolde,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
30224358,Indigo Midden-Nederland B.V.,Utrecht,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,ja
41155836,Joods Bejaardencentrum Den Haag (Stichting),Den Haag,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41207079,t Kabouterhuis (Stichting),Amsterdam,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41169931,Horizon Jeugdzorg en Speciaal Onderwijs (Stichting),Rotterdam,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
30271006,QuaRijn (Stichting),Wijk bij Duurstede,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
52365220,Auti-Start B.V.,Steenwijk,2020,Bentacera Registeraccountants B.V.,13000492,13000492,wnt_verantwoording,goedkeurend,,
24417607,Parnassia Groep B.V.,Den Haag,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,ja
17131785,Opdidakt B.V.,'s-Hertogenbosch,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
05068689,Trias Jeugdhulp (Stichting),Zwolle,2020,Forvis Mazars Accountants N.V.,13000408,13000408,wettelijke_controle,goedkeurend,,
24403408,Mentaal Beter Cure B.V.,Hilversum,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
02081077,Regionale Ambulancevoorziening Groningen (Stichting),Groningen,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
37136887,Vrijwaard (Stichting),Den Helder,2020,Omnyacc In Control B.V.,13000194,13000194,wettelijke_controle,goedkeurend,,
78069459,Instituut Nijenkamp B.V.,Almelo,2020,De Jong & Laan Controle B.V.,13000420,13000420,wnt_verantwoording,,,
50451154,GGD Brabant-Zuidoost,Eindhoven,2020,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
18086773,Schakelring/Eikendonk (Stichting),Waalwijk,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
